library,mapping_status,alpha,candidate_order,candidate,trigger_threshold,regular_quantile_threshold,regular_quantile_index_zero_based,plus_one_threshold,plus_one_index_zero_based,plus_one_attainable,plus_one_minus_regular_threshold,candidate_minus_trigger_gap,absolute_gap,exact_coincidence,candidate_threshold_tie_count,candidate_threshold_tie_mass,candidate_lower_spacing,candidate_upper_spacing,trigger_lower_spacing,trigger_upper_spacing,gap_in_local_score_spacings,regularity_classification
mixed_realistic_20,historical_surrogate_20_candidate,0.01,4,gaussian_nb,0.5283444444444445,0.5708222222222222,9899,0.5710222222222223,9900,True,0.000200000000000089,0.042477777777777725,0.042477777777777725,False,1,0.0001,0.00015555555555557543,0.000200000000000089,1.1102230246251565e-16,5.555555555480929e-06,382605808343053.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.01,5,decision_tree,0.5283444444444445,0.5542277777777779,9899,0.5542666666666667,9900,True,3.888888888881059e-05,0.02588333333333337,0.02588333333333337,False,1,0.0001,1.6666666666775853e-05,3.888888888881059e-05,1.1102230246251565e-16,5.555555555480929e-06,233136340710213.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.01,6,random_forest,0.5283444444444445,0.5701055555555555,9899,0.5701277777777778,9900,True,2.2222222222256782e-05,0.04176111111111103,0.04176111111111103,False,1,0.0001,5.555555555480929e-06,2.2222222222256782e-05,1.1102230246251565e-16,5.555555555480929e-06,376150648877155.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.01,7,hist_gradient_boosting,0.5283444444444445,0.5707,9899,0.5707,9900,True,0.0,0.04235555555555548,0.04235555555555548,False,2,0.0002,0.0004111111111110288,6.666666666665932e-05,1.1102230246251565e-16,5.555555555480929e-06,381504928434140.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.005,1,logistic_regression,0.5283444444444445,0.5763111111111111,9949,0.5765,9950,True,0.0001888888888889051,0.0479666666666666,0.0479666666666666,False,1,0.0001,0.00021111111111105085,0.0001888888888889051,1.1102230246251565e-16,5.555555555480929e-06,432045324252409.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.005,2,linear_svm,0.5283444444444445,0.5753666666666667,9949,0.5761555555555555,9950,True,0.000788888888888839,0.04702222222222219,0.04702222222222219,False,1,0.0001,9.999999999998899e-05,0.000788888888888839,1.1102230246251565e-16,5.555555555480929e-06,423538524956265.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.005,3,rbf_svm,0.5283444444444445,0.5778888888888889,9949,0.5786,9950,True,0.0007111111111111068,0.04954444444444439,0.04954444444444439,False,1,0.0001,0.00012222222222224577,0.0007111111111111068,1.1102230246251565e-16,5.555555555480929e-06,446256683076556.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.005,4,gaussian_nb,0.5283444444444445,0.5780888888888889,9949,0.5782666666666667,9950,True,0.0001777777777778322,0.04974444444444437,0.04974444444444437,False,1,0.0001,0.00012222222222224577,0.0001777777777778322,1.1102230246251565e-16,5.555555555480929e-06,448058122927504.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.005,5,decision_tree,0.5283444444444445,0.5616333333333332,9949,0.5617277777777777,9950,True,9.444444444450806e-05,0.0332888888888887,0.0332888888888887,False,1,0.0001,3.888888888881059e-05,9.444444444450806e-05,1.1102230246251565e-16,5.555555555480929e-06,299839655191154.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.005,6,random_forest,0.5283444444444445,0.5774222222222223,9949,0.5775722222222222,9950,True,0.00014999999999987246,0.049077777777777776,0.049077777777777776,False,1,0.0001,0.0001666666666666483,0.00014999999999987246,1.1102230246251565e-16,5.555555555480929e-06,442053323424344.0,empirically_separated
mixed_realistic_20,historical_surrogate_20_candidate,0.005,7,hist_gradient_boosting,0.5283444444444445,0.5783444444444444,9949,0.5784222222222223,9950,True,7.777777777784323e-05,0.04999999999999993,0.04999999999999993,False,1,0.0001,0.0001888888888889051,7.777777777784323e-05,1.1102230246251565e-16,5.555555555480929e-06,450359962737049.0,empirically_separated
