model,error,roc_auc,average_precision,pauc_fpr_0_10,mannwhitney_p,replication,seed
gaussian_nb,,0.5344326492097192,0.2726518160339678,0.5019694937981898,2.2530867817063878e-07,445,2438293783
decision_tree,,0.6107517496264842,0.33715204339020494,0.5279467473008651,1.4434431379940995e-15,445,2438293783
random_forest,,0.7270629865534324,0.4497768617195343,0.5640232924845731,3.52401608819171e-49,445,2438293783
hist_gradient_boosting,,0.7384524652040575,0.4583825905420661,0.5623595435864963,5.0641827346585856e-54,445,2438293783
logistic_regression,,0.7456444129904851,0.4788582906688175,0.5764889931835959,3.354644663087449e-57,446,1230732021
linear_svm,,0.7444837618935283,0.480293875607117,0.5755453744055823,1.109170974244862e-56,446,1230732021
rbf_svm,,0.6634143272784462,0.41572989155181095,0.5618794568397876,1.945160221695926e-26,446,1230732021
gaussian_nb,,0.5315011402060235,0.27155416412335176,0.501832408418843,1.1693505470169892e-06,446,1230732021
decision_tree,,0.6006463788629395,0.33083996396748755,0.5276974874080695,5.207143129237326e-13,446,1230732021
random_forest,,0.7287457733742235,0.44089593355330786,0.5525922614982846,7.020171203278917e-50,446,1230732021
hist_gradient_boosting,,0.7261948572776598,0.43640940432543784,0.5491240486211991,8.063282599869099e-49,446,1230732021
logistic_regression,,0.7460753322324447,0.48648621653161717,0.5798164909797494,2.1488372492520197e-57,447,1812108508
linear_svm,,0.7461319493591256,0.48744552081281345,0.579849600410557,2.0265748580978308e-57,447,1812108508
rbf_svm,,0.665378627034678,0.43003312028432206,0.5735670859148343,4.9721063369046646e-27,447,1812108508
gaussian_nb,,0.5327577258787449,0.2719500461563503,0.5018712022497978,1.1197189125020484e-07,447,1812108508
decision_tree,,0.6257199024927262,0.3531793914315753,0.5361572612124091,6.054713864187383e-19,447,1812108508
random_forest,,0.7302532043721003,0.4680300189817682,0.5788314854132264,1.6380205032204719e-50,447,1812108508
hist_gradient_boosting,,0.7367445152158527,0.46150750021904485,0.5655628810171217,2.790366420027259e-53,447,1812108508
logistic_regression,,0.731343870409688,0.4560968637617733,0.5710673238888682,5.681524865192684e-51,448,1095154228
linear_svm,,0.7323000707714084,0.4575351930981655,0.5720274973822856,2.2363122103195975e-51,448,1095154228
rbf_svm,,0.6868239364630023,0.43620043316926715,0.5620367266361233,5.968047182964427e-34,448,1095154228
gaussian_nb,,0.5302689313517339,0.27102573380280437,0.5017559048198692,3.932202724596392e-06,448,1095154228
decision_tree,,0.6052874105528033,0.3497686051788498,0.540749048755323,3.879433958305054e-14,448,1095154228
random_forest,,0.7315097900448219,0.46700812299760763,0.5703637484842089,4.834135690235022e-51,448,1095154228
hist_gradient_boosting,,0.7288558622316583,0.45082716410269935,0.5597273438373003,6.314369099703643e-50,448,1095154228
logistic_regression,,0.7382448690728947,0.4663181618217336,0.5670693601188629,6.235570668034282e-54,449,3660529146
linear_svm,,0.7377290241409138,0.4708652658738196,0.5699002164529039,1.044927443064531e-53,449,3660529146
rbf_svm,,0.6681843202013054,0.4287155200866487,0.566796207314701,6.89127073611482e-28,449,3660529146
gaussian_nb,,0.5342730203664386,0.2725908829928755,0.5019618594437304,1.7152013132313e-07,449,3660529146
decision_tree,,0.6350538649052448,0.363766646351574,0.5422025221108917,4.323507420640949e-22,449,3660529146
random_forest,,0.7300314539592672,0.4675587786240219,0.5725738029906093,2.0302605188889335e-50,449,3660529146
hist_gradient_boosting,,0.7355995910985295,0.471482936515705,0.567855709100541,8.700303972257963e-53,449,3660529146
logistic_regression,,0.7454839977982228,0.48310606199822637,0.5763896648911735,3.9588789628400105e-57,450,638702672
linear_svm,,0.744450735236298,0.4804251399435961,0.5760502932253966,1.147469348288475e-56,450,638702672
rbf_svm,,0.65470944405127,0.4213212674973329,0.5622022737901607,6.769382678657233e-24,450,638702672
gaussian_nb,,0.538222064952426,0.2742974140768794,0.5022077018344375,1.5015841023004034e-08,450,638702672
decision_tree,,0.6055964457026028,0.3310196975513406,0.5278417203660247,3.658838012325823e-14,450,638702672
random_forest,,0.7235739561217268,0.46126124237445687,0.565409749899637,9.626975831039168e-48,450,638702672
hist_gradient_boosting,,0.7276582527325627,0.45367547638340533,0.5579394345736954,1.994176995763901e-49,450,638702672
logistic_regression,,0.7435999056381223,0.47110055055602973,0.5707858937270045,2.746991377525654e-56,451,634386732
linear_svm,,0.7445844145631831,0.47463626307321755,0.5725406935598019,1.0001300765716009e-56,451,634386732
rbf_svm,,0.6700526853817724,0.42673889391126857,0.5618132379781726,1.8151089699190937e-28,451,634386732
gaussian_nb,,0.7215066446488954,0.4376627362598158,0.5525094879212658,6.671394982090648e-47,451,634386732
decision_tree,,0.6014319414956357,0.33555919495713116,0.5349941287196847,2.850875639477432e-13,451,634386732
random_forest,,0.7303192576865613,0.44654208491047986,0.5537676462919507,1.5364909018159097e-50,451,634386732
hist_gradient_boosting,,0.7355555555555556,0.44521670422902615,0.555332066897605,9.088287014153374e-53,451,634386732
logistic_regression,,0.7270441141778721,0.4634632485756855,0.570355471126507,3.5881286426110784e-49,452,185559071
linear_svm,,0.725891326570732,0.464395575017307,0.5737740198573811,1.0761560574981645e-48,452,185559071
rbf_svm,,0.6657780923173704,0.414552829764161,0.5635432057378643,3.760224819410538e-27,452,185559071
gaussian_nb,,0.730854761343084,0.4642729703907113,0.5712080389698,9.140146229429563e-51,452,185559071
decision_tree,,0.5735873240544154,0.3124562518698825,0.5251346893616049,9.227918901149851e-08,452,185559071
random_forest,,0.7204647322481718,0.44120777467042227,0.5594459136754365,1.7579412861063887e-46,452,185559071
hist_gradient_boosting,,0.715681371392624,0.4266300673125053,0.5454902885900763,1.417766884562761e-44,452,185559071
logistic_regression,,0.7362522607533224,0.471348977011835,0.5736664142072567,4.552925508452175e-53,453,3844501955
linear_svm,,0.7366045450971141,0.4735603304237073,0.5752556668860167,3.20749522028888e-53,453,3844501955
rbf_svm,,0.6794149563576316,0.4256445326506731,0.5629389586256275,1.8226227020149754e-31,453,3844501955
gaussian_nb,,0.5340921601006527,0.2726389589899829,0.5019847748804543,2.184361443667199e-07,453,3844501955
decision_tree,,0.6078186679248251,0.3357518744573384,0.5281452579707506,1.2601032067717586e-14,453,3844501955
random_forest,,0.7316788550758826,0.46133499719122717,0.5634149066934853,4.100082017820453e-51,453,3844501955
hist_gradient_boosting,,0.72987339781395,0.44558630946032485,0.5546202141352438,2.3656522704962944e-50,453,3844501955
logistic_regression,,0.7465896044664622,0.489097170739761,0.5751811706666998,1.2615439513392111e-57,454,1852225991
linear_svm,,0.7452984194385468,0.48850929627519424,0.5752391121706129,4.7942670573272717e-57,454,1852225991
rbf_svm,,0.6804718093890068,0.4430707723420597,0.5699664353145188,8.171585538074573e-32,454,1852225991
gaussian_nb,,0.533185499724778,0.2722301031625499,0.5019236505513958,4.805272617483122e-07,454,1852225991
decision_tree,,0.6296146889989777,0.35419946890218995,0.537153954714576,2.3731400650013598e-20,454,1852225991
random_forest,,0.7286521978454037,0.472840319279625,0.5701650918993639,7.681500572926389e-50,454,1852225991
hist_gradient_boosting,,0.7365038924274594,0.47987551616586327,0.5787156024054001,3.5452988578134197e-53,454,1852225991
logistic_regression,,0.735434457812377,0.4721518725283712,0.5709679955964457,1.0246374467543882e-52,455,196147970
linear_svm,,0.7344106314382323,0.47252671472780583,0.5713073672622225,2.817668259681726e-52,455,196147970
rbf_svm,,0.6837021310057403,0.431513807834712,0.5601577664377977,6.837987779493581e-33,455,196147970
gaussian_nb,,0.5345608240937327,0.27267891513708803,0.5019694937981898,2.0418618873245744e-07,455,196147970
decision_tree,,0.623197294959503,0.3576996411437736,0.5389588621234616,2.064051647657979e-18,455,196147970
random_forest,,0.7416206652512386,0.47900142080061736,0.5735422538417286,2.0687146925012248e-55,455,196147970
hist_gradient_boosting,,0.7449775890540222,0.4874698826709653,0.5814967945932299,6.673073252464525e-57,455,196147970
logistic_regression,,0.7339797121962727,0.4608080868993088,0.5728966199409824,4.3075255143104455e-52,456,3083195883
linear_svm,,0.7356451993394668,0.4636474713938826,0.5734843123378155,8.315843581791358e-53,456,3083195883
rbf_svm,,0.6651505858299914,0.43434298257791415,0.5710507691734644,5.8300543754804335e-27,456,3083195883
gaussian_nb,,0.5341998899111426,0.27268903344591844,0.5019924712825699,2.958577541372615e-07,456,3083195883
decision_tree,,0.6027419988991114,0.32580292147977474,0.5250367721615906,8.599870054147831e-14,456,3083195883
random_forest,,0.7344357946056459,0.4756835375767244,0.5701485371839601,2.748616868532387e-52,456,3083195883
hist_gradient_boosting,,0.7349768027050405,0.46822695484827326,0.5696022315756364,1.6113233857885219e-52,456,3083195883
logistic_regression,,0.7452842651568766,0.4830432336181967,0.5724496426250812,4.864762136267513e-57,457,3735592929
linear_svm,,0.7447322481717387,0.4835589366987345,0.5728304010793674,8.590424754601342e-57,457,3735592929
rbf_svm,,0.6954407486042304,0.4466362974112452,0.5708852220194269,5.769324847228963e-37,457,3735592929
gaussian_nb,,0.532369269481796,0.2718405741399013,0.5018625262223372,9.618671021245729e-07,457,3735592929
decision_tree,,0.6179303294802232,0.34090213606957487,0.5291953902475252,1.9658362048574742e-17,457,3735592929
random_forest,,0.7301022253676182,0.4622387464186526,0.5688903788132752,1.8958596010882677e-50,457,3735592929
hist_gradient_boosting,,0.7381426437052764,0.45874851919967646,0.5597190664795983,6.907904798590524e-54,457,3735592929
logistic_regression,,0.737840685696312,0.4767419220973588,0.576422774321981,9.345311048240715e-54,458,636498848
linear_svm,,0.7372226153967132,0.4777555278843663,0.5761744535909247,1.7327098403525897e-53,458,636498848
rbf_svm,,0.6585169458205552,0.43264552256316013,0.5666058280875579,5.440827928594256e-25,458,636498848
gaussian_nb,,0.5341825902335456,0.2726563234911973,0.5019847748804543,2.0361381039741003e-07,458,636498848
decision_tree,,0.6183934890304318,0.3515048797193264,0.5365463365816622,1.531729683618808e-17,458,636498848
random_forest,,0.7158535818196116,0.4497539216135248,0.5634273227300381,1.2124994496035236e-44,458,636498848
hist_gradient_boosting,,0.727166784619014,0.45197449046274085,0.5611593267197246,3.191295861767426e-49,458,636498848
logistic_regression,,0.7425163167413698,0.47913260940955293,0.5702809749071901,8.313591970699578e-56,459,741165753
linear_svm,,0.741011244790438,0.4802605286801398,0.5721847671786212,3.839359783383362e-55,459,741165753
rbf_svm,,0.6606243610914523,0.42221766032671,0.5659022526828986,1.3134831918390048e-25,459,741165753
gaussian_nb,,0.5263662813556657,0.26933413834964076,0.5015082796095812,2.4164260759453988e-05,459,741165753
decision_tree,,0.5929063458362822,0.3156132144535977,0.5180030648798108,3.7580433385073105e-11,459,741165753
random_forest,,0.7221742549343397,0.45979681084466745,0.5692794146252633,3.5773413474103245e-47,459,741165753
hist_gradient_boosting,,0.7237776205079813,0.4366835561978115,0.5564246781142523,7.947801175154075e-48,459,741165753
logistic_regression,,0.7322088542895336,0.46158983517524355,0.5746514197737798,2.4447378816653724e-51,460,1481317465
linear_svm,,0.7316678461901391,0.4628114946732849,0.5752556668860167,4.144315889204181e-51,460,1481317465
rbf_svm,,0.6704946135094756,0.415213430599502,0.5621691643593532,1.321100228941386e-28,460,1481317465
gaussian_nb,,0.5291074939057954,0.27041012479579746,0.5016516816265957,3.3249384168492477e-06,460,1481317465
decision_tree,,0.609149956750806,0.3425965047763674,0.5372931752725895,5.783696807563097e-15,460,1481317465
random_forest,,0.7206471652119211,0.440269173057833,0.5601122409704374,1.484119411197417e-46,460,1481317465
hist_gradient_boosting,,0.7169253754816387,0.44315447437346167,0.562053281351527,4.5681634859978137e-45,460,1481317465
logistic_regression,,0.7389604466462216,0.46873930976026623,0.5748417990009229,3.0412719208136306e-54,461,315855114
linear_svm,,0.7377054336714635,0.46803984740713456,0.575098397089681,1.0698628653274178e-53,461,315855114
rbf_svm,,0.6709664228984824,0.43098600740397075,0.5676901619465035,9.402668813775263e-29,461,315855114
gaussian_nb,,0.732833215380986,0.47440598045309657,0.5739643990845242,1.3275074936212627e-51,461,315855114
decision_tree,,0.6214012738853503,0.35967883772274606,0.5447284957695804,7.145019127461614e-18,461,315855114
random_forest,,0.7269300935755288,0.46377843785393535,0.5625664775290432,4.000867967708029e-49,461,315855114
hist_gradient_boosting,,0.7287206102068098,0.45371384935106407,0.5598183947720209,7.192228258845789e-50,461,315855114
logistic_regression,,0.7319336321459464,0.45820859260243174,0.5704382447035258,3.198216252899624e-51,462,844971769
linear_svm,,0.7327419988991115,0.460749591294512,0.5724827520558887,1.451526323119168e-51,462,844971769
rbf_svm,,0.6632523393882206,0.4166790463681055,0.5585436816859322,2.1751984303261027e-26,462,844971769
gaussian_nb,,0.5335330659746795,0.2723010417720811,0.5019239458380096,1.1821556209176705e-07,462,844971769
decision_tree,,0.6109263191004168,0.3336386670836719,0.5291721676606393,1.2348807859935239e-15,462,844971769
random_forest,,0.7159440119525046,0.4384909276878424,0.5585519590436341,1.1168437737091328e-44,462,844971769
hist_gradient_boosting,,0.7203758748132421,0.45015778196779416,0.5600832702184808,1.9089756374143528e-46,462,844971769
logistic_regression,,0.7412675945584649,0.47570168240936106,0.5768863063532859,2.9605581018211246e-55,463,3436617195
linear_svm,,0.7408225210348353,0.47522111740248657,0.5775153855386284,4.648238673769492e-55,463,3436617195
rbf_svm,,0.6683069906424471,0.41901374542079667,0.5607868456231402,6.31613354749969e-28,463,3436617195
gaussian_nb,,0.5283211449241173,0.2700877951220691,0.5016068619613708,4.941144071823881e-06,463,3436617195
decision_tree,,0.5945254383895573,0.32955847929046556,0.5329983762583308,1.3958743796416732e-11,463,3436617195
random_forest,,0.7180003145395928,0.43780021512060097,0.556975122401427,1.7079220127863718e-45,463,3436617195
hist_gradient_boosting,,0.7356184634740898,0.4721162293898701,0.5725903577060131,8.539113852357777e-53,463,3436617195
logistic_regression,,0.7453125737202171,0.4826272333568783,0.5731697727451442,4.72478957109191e-57,464,3254673362
linear_svm,,0.7456837304395691,0.4814755655731194,0.5730042255911069,3.221147137827437e-57,464,3254673362
rbf_svm,,0.6878241723676968,0.44731168347810013,0.567516337434764,2.7087576178103298e-34,464,3254673362
gaussian_nb,,0.7284705512306362,0.46525742258843306,0.5718122860820369,9.147404262601462e-50,464,3254673362
decision_tree,,0.6254053629000551,0.35823575036128197,0.5401614599290318,1.1292232684233984e-18,464,3254673362
random_forest,,0.7315475347959426,0.45597496580587854,0.5616311361087314,4.6596687889065556e-51,464,3254673362
hist_gradient_boosting,,0.739902492726272,0.46964917722381466,0.5680709204007897,1.1779685711963306e-54,464,3254673362
logistic_regression,,0.7383989934733034,0.46584217029502717,0.5696518957218477,5.343097983566453e-54,465,2315244963
linear_svm,,0.7372855233152473,0.4665278911319307,0.57160535213949,1.6272964335571668e-53,465,2315244963
rbf_svm,,0.6584729102775813,0.42507377546964703,0.5712163163275019,5.603729564370623e-25,465,2315244963
gaussian_nb,,0.5286372572147519,0.2703143197663248,0.5016516816265957,4.671979776456045e-06,465,2315244963
decision_tree,,0.5929723991507431,0.32808362431183236,0.5288101532228882,3.6374110242409563e-11,465,2315244963
random_forest,,0.7246591177164426,0.45699716285140746,0.5622271058632663,3.460066857810643e-48,465,2315244963
hist_gradient_boosting,,0.7339671306125658,0.4579459369395765,0.5669783091841423,4.361189292956174e-52,465,2315244963
logistic_regression,,0.7476307305182041,0.4896106711135936,0.5807352776846575,4.277346198520817e-58,466,316282683
linear_svm,,0.7481796021074153,0.48801887562514484,0.5808097739039744,2.4140583418287087e-58,466,316282683
rbf_svm,,0.6577589054022175,0.4161002952353343,0.5600418834299715,9.030872627701143e-25,466,316282683
gaussian_nb,,0.7363293229535268,0.4493935832695659,0.5558866498636306,4.217280727495095e-53,466,316282683
decision_tree,,0.5912809624911536,0.32023446584968673,0.5242306151030468,5.433080103730774e-11,466,316282683
random_forest,,0.7263426908862153,0.45254731892848177,0.5614490342392902,7.004745586828236e-49,466,316282683
hist_gradient_boosting,,0.7330125029488087,0.4752960356349173,0.5688821014555734,1.1136652384720963e-51,466,316282683
logistic_regression,,0.7393567665329874,0.4630323637239777,0.5657449828865629,2.04152791477601e-54,467,2631668927
linear_svm,,0.73977510419124,0.4668665776762171,0.5678225996697335,1.339461004851672e-54,467,2631668927
rbf_svm,,0.6804277738460328,0.4337593719965982,0.5623347115133907,8.450119904951869e-32,467,2631668927
gaussian_nb,,0.5355437603208304,0.2731859439521418,0.50205374457425,9.489518041831043e-08,467,2631668927
decision_tree,,0.6071565620822521,0.3307501382930611,0.5273603920156608,6.9316504873644264e-15,467,2631668927
random_forest,,0.7248085240229615,0.45005616582414765,0.5568551007147499,3.004220309428303e-48,467,2631668927
hist_gradient_boosting,,0.729953605410081,0.452093308598028,0.5585685137590378,2.189077047863489e-50,467,2631668927
logistic_regression,,0.7321160651096956,0.4611867237362702,0.5731863274605481,2.676602928139215e-51,468,809004292
linear_svm,,0.731976094990957,0.46332138910981413,0.573451202907008,3.06842426504995e-51,468,809004292
rbf_svm,,0.6749249036722498,0.4296936670925898,0.559280366521399,5.228197134077572e-30,468,809004292
gaussian_nb,,0.7218353385232368,0.43335219968646116,0.5555307234824499,4.909780039797987e-47,468,809004292
decision_tree,,0.609562789966187,0.3374835015312991,0.531495795912029,2.279651952773009e-15,468,809004292
random_forest,,0.7206440198159942,0.4675574174288166,0.5729462840871937,1.4884575820665707e-46,468,809004292
hist_gradient_boosting,,0.7341354092946449,0.47444111849330195,0.5727807369331562,3.695408362291749e-52,468,809004292
logistic_regression,,0.7334135409294644,0.4635873843809844,0.5733518746145856,7.514716309845024e-52,469,2511801030
linear_svm,,0.7338806322245812,0.46466688977491843,0.574245829246388,4.748589113340516e-52,469,2511801030
rbf_svm,,0.6581693795706535,0.424808363764519,0.5671107469073723,6.865854603175928e-25,469,2511801030
gaussian_nb,,0.5304584414563183,0.27114658390119445,0.5017786349367062,3.7286548864506643e-06,469,2511801030
decision_tree,,0.5736612408586931,0.32419913065621636,0.5312649190243137,1.1146463292005107e-07,469,2511801030
random_forest,,0.7186710702209641,0.4470112346101264,0.5631872793566838,9.221325715497292e-46,469,2511801030
hist_gradient_boosting,,0.7166124085869309,0.4337757338035551,0.550522922072816,6.077827660172682e-45,469,2511801030
logistic_regression,,0.7445419517181725,0.48160920152300446,0.5761247894447135,1.0447650496157323e-56,470,550538244
linear_svm,,0.7429944169222301,0.4823768958315885,0.5767124818415466,5.103343061083842e-56,470,550538244
rbf_svm,,0.6544672485649131,0.41895872236593745,0.5677067166619072,7.930692009249118e-24,470,550538244
gaussian_nb,,0.5303420618070299,0.2710411061178683,0.5017559048198692,3.7384610175594354e-06,470,550538244
decision_tree,,0.6190115593300306,0.3572726839502301,0.5445379643151692,7.775488203784043e-18,470,550538244
random_forest,,0.7193426122513171,0.47308370724282445,0.5740306179461392,4.965782174649226e-46,470,550538244
hist_gradient_boosting,,0.7214767633875915,0.46647452807374346,0.5703140843379977,6.859807388530827e-47,470,550538244
logistic_regression,,0.7424455453330188,0.45975180924037995,0.5674915053616585,8.935632973389526e-56,471,1623649824
linear_svm,,0.7432853660454509,0.4640388859600305,0.571017659742657,3.7903484233007944e-56,471,1623649824
rbf_svm,,0.6898010537076354,0.43417217539057196,0.5631127831373669,5.615904559473911e-35,471,1623649824
gaussian_nb,,0.7294786506251474,0.4661614978061287,0.5658939753251967,3.464055668652672e-50,471,1623649824
decision_tree,,0.6228976959974837,0.3492234863278828,0.536137426210805,2.0191170020320992e-18,471,1623649824
random_forest,,0.7351246363135959,0.4691823187135389,0.5659519168291098,1.3922350196803015e-52,471,1623649824
hist_gradient_boosting,,0.7278650625147439,0.4404995778789233,0.5517810804435008,1.6357025291122598e-49,471,1623649824
logistic_regression,,0.7372540693559803,0.4580355139680373,0.567855709100541,1.6791796144673174e-53,472,2373649938
linear_svm,,0.7377164425572069,0.4614639958732646,0.5700492088915377,1.0581534423388294e-53,472,2373649938
rbf_svm,,0.6778721396555791,0.41876872478087435,0.5581463685162422,5.829928846463951e-31,472,2373649938
gaussian_nb,,0.5328143430054259,0.27193280649783524,0.5018625262223372,6.939167568016258e-07,472,2373649938
decision_tree,,0.6087953133600692,0.3396340877569179,0.531998195536021,5.508114906191701e-15,472,2373649938
random_forest,,0.7211582920500118,0.43575764291613844,0.5595659353621137,9.228262932815342e-47,472,2373649938
hist_gradient_boosting,,0.7246017142407801,0.4579043840309083,0.5676570525156959,3.652980465922041e-48,472,2373649938
logistic_regression,,0.7393803570024378,0.4692726107472685,0.5715805200663844,1.9936218456770812e-54,473,1819899443
linear_svm,,0.7394511284107887,0.470670575339932,0.5729297293717899,1.8565178088114385e-54,473,1819899443
rbf_svm,,0.6449697255642054,0.405825235144484,0.5586678420514604,3.2544017737697146e-21,473,1819899443
gaussian_nb,,0.5345411653691908,0.27275773453066104,0.5019924712825699,2.2826437660716942e-07,473,1819899443
decision_tree,,0.616827081858929,0.34666002348241026,0.53385956634923,4.9430503772596703e-17,473,1819899443
random_forest,,0.727398757568609,0.45601285590034,0.5596238768660269,2.556445503203534e-49,473,1819899443
hist_gradient_boosting,,0.7226122513171345,0.44256717059515893,0.5489419467517579,2.3744068893994316e-47,473,1819899443
logistic_regression,,0.7392419595816623,0.47520284110085986,0.571141820108185,2.2915462170732805e-54,474,3693136385
linear_svm,,0.7386065896044667,0.4769357843940847,0.5731863274605481,4.338787176188801e-54,474,3693136385
rbf_svm,,0.6685098686797201,0.4384837882406472,0.5746845292045873,5.4676026144433895e-28,474,3693136385
gaussian_nb,,0.5331225918062437,0.2721060580486543,0.5018928399139841,8.55271601823422e-07,474,3693136385
decision_tree,,0.6105488715892112,0.34462609035001823,0.5379112259094997,2.6342724600832253e-15,474,3693136385
random_forest,,0.723014075646772,0.4540314363400436,0.5632783302914044,1.629084822737706e-47,474,3693136385
hist_gradient_boosting,,0.7283919163324685,0.45733386372672513,0.5570372025841911,9.865411414111326e-50,474,3693136385
logistic_regression,,0.7474199889911142,0.4910974650458454,0.5798164909797494,5.326155266127599e-58,475,617398124
linear_svm,,0.7462058661634032,0.49177845520750607,0.5804207380919862,1.8773248831655238e-57,475,617398124
rbf_svm,,0.6725752929149956,0.4358420215505743,0.565811201748178,2.928370478708657e-29,475,617398124
gaussian_nb,,0.534166863253912,0.27259837073778,0.5019694937981898,2.760296185497743e-07,475,617398124
decision_tree,,0.6052307934261225,0.3324424832146186,0.5312610883863857,4.8367533416425853e-14,475,617398124
random_forest,,0.7329472359833293,0.4573634249497769,0.5615069757432033,1.1872162696347467e-51,475,617398124
hist_gradient_boosting,,0.7256184634740898,0.4420959817773463,0.5580553175815216,1.3945367460722215e-48,475,617398124
logistic_regression,,0.7439616261696942,0.46565243010660656,0.5703223616956995,1.8960099361776267e-56,476,2030248852
linear_svm,,0.7445828418652197,0.46824603324780245,0.5714646370585582,1.001748839277914e-56,476,2030248852
rbf_svm,,0.6650404969725564,0.4317602103646745,0.5700823183223451,6.295253169862438e-27,476,2030248852
gaussian_nb,,0.5329566721711095,0.27204388106762944,0.5018853796819447,6.829620357365758e-07,476,2030248852
decision_tree,,0.6036234961075725,0.3324046739355282,0.5280591283496636,1.0755417989597027e-13,476,2030248852
random_forest,,0.7254486120940473,0.45392983480371374,0.5646440943122137,1.6384150122159988e-48,476,2030248852
hist_gradient_boosting,,0.7328756782259966,0.44250478947531136,0.553949748161392,1.2734306266892227e-51,476,2030248852
logistic_regression,,0.7346543996225525,0.4642999947206315,0.5685178977166909,2.2154509372996285e-52,477,3730684560
linear_svm,,0.7344703939608398,0.4704443753497576,0.5711997616120982,2.6564288130057608e-52,477,3730684560
rbf_svm,,0.6726759455846505,0.42746755959336835,0.5653145602860655,2.7212956573895397e-29,477,3730684560
gaussian_nb,,0.7291908468978534,0.45410004264086823,0.5613000418006564,4.5726503018252e-50,477,3730684560
decision_tree,,0.5896964692930723,0.3167446868707064,0.5231434921344409,1.3792603571028074e-10,477,3730684560
random_forest,,0.7259141306912008,0.4616122225846597,0.5680212562545784,1.0530821066911141e-48,477,3730684560
hist_gradient_boosting,,0.7302429818353386,0.45986329385818764,0.5649586339048849,1.6543200593754148e-50,477,3730684560
logistic_regression,,0.7330769835653063,0.44949296945957695,0.569163531617437,1.0454556882311828e-51,478,3374347761
linear_svm,,0.7304961862074388,0.44997849085212355,0.57081072580011,1.2943698212427871e-50,478,3374347761
rbf_svm,,0.6662860737595344,0.4177966111828961,0.5595866287563684,2.63337488283027e-27,478,3374347761
gaussian_nb,,0.7209373279861603,0.43320750395646224,0.5535110482031926,1.1334056658596909e-46,478,3374347761
decision_tree,,0.6142753794133837,0.3367207672716311,0.5297972461230925,1.0436924834234621e-16,478,3374347761
random_forest,,0.7298270032240308,0.4601593469477805,0.5647806707142946,2.4741829056758013e-50,478,3374347761
hist_gradient_boosting,,0.7345907053550367,0.45069149735479697,0.5532047859682232,2.3591655964546217e-52,478,3374347761
logistic_regression,,0.742093260989227,0.469143768537632,0.5729959482334049,1.2793136795857949e-55,479,2300176761
linear_svm,,0.7412644491625384,0.4689754041617188,0.5735670859148343,2.9700202114135885e-55,479,2300176761
rbf_svm,,0.6711787371235355,0.4388371218287207,0.5636839208187963,8.066070276034535e-29,479,2300176761
gaussian_nb,,0.5312361405991979,0.27146944694063585,0.5018232569595052,5.6547790718247895e-06,479,2300176761
decision_tree,,0.5950184792010694,0.33731122659035245,0.5358089636779994,8.870420834317649e-12,479,2300176761
random_forest,,0.7321113470158056,0.47405579959094646,0.5730538897373181,2.6889559086275814e-51,479,2300176761
hist_gradient_boosting,,0.7225257529291499,0.4403094606640905,0.5566067799836936,2.5747600182239366e-47,479,2300176761
logistic_regression,,0.7446111504285602,0.4704100460407575,0.5755784838363898,9.730063663118558e-57,480,3587349272
linear_svm,,0.7438169379570654,0.471576074766209,0.5765883214760185,2.1992557086390745e-56,480,3587349272
rbf_svm,,0.6687725092396005,0.4217439189619821,0.5613993700930789,4.534986143285932e-28,480,3587349272
gaussian_nb,,0.7165322009907997,0.4398251792215472,0.5564246781142523,6.538836344616845e-45,480,3587349272
decision_tree,,0.6121160651096956,0.3473807557528571,0.5362956961878629,1.6786970240252054e-15,480,3587349272
random_forest,,0.7145537469528978,0.4474392335408494,0.559607322150623,3.9357957003356657e-44,480,3587349272
hist_gradient_boosting,,0.7184430290162774,0.4391967277961085,0.5591810382289766,1.1373348457176236e-45,480,3587349272
logistic_regression,,0.744186521978454,0.4835604243166972,0.5731366633143368,1.5052572679562958e-56,481,2034695300
linear_svm,,0.7426201148069514,0.48498592695280085,0.5741216688808599,7.478455647977284e-56,481,2034695300
rbf_svm,,0.6830793426122515,0.42829594212914396,0.5608861739155626,1.1068978072452888e-32,481,2034695300
gaussian_nb,,0.5356365495006684,0.27320513813055536,0.50205374457425,8.818168991068461e-08,481,2034695300
decision_tree,,0.5984807737673979,0.33088234372204484,0.5264121615669275,1.0367138213790265e-12,481,2034695300
random_forest,,0.7388369898560981,0.466698327798727,0.5631334765316216,3.442847956508234e-54,481,2034695300
hist_gradient_boosting,,0.7273240544153496,0.44762983527246125,0.5622767700094775,2.74580414288529e-49,481,2034695300
logistic_regression,,0.7362742785248093,0.47822011331628356,0.5736333047764492,4.45440136819164e-53,482,459127838
linear_svm,,0.7349846661948573,0.4784217934415833,0.5740388953038411,1.598850072294034e-52,482,459127838
rbf_svm,,0.6688118266886844,0.4287642745033232,0.5631790019989819,4.409673405267682e-28,482,459127838
gaussian_nb,,0.7210930250845324,0.46245656911905175,0.5681371392624046,9.806114703180635e-47,482,459127838
decision_tree,,0.6069104348509868,0.3455676268066187,0.5395325012041964,2.7603554069093295e-14,482,459127838
random_forest,,0.7201478336085555,0.44681718111836055,0.5623926530173038,2.3582939207224725e-46,482,459127838
hist_gradient_boosting,,0.7286844381536527,0.44536721026632226,0.5616311361087314,7.446932291356339e-50,482,459127838
